,IMO_Number,DWT
2852,9318034,50844
2853,9318046,100680
2854,9318058,100680
2855,9318072,159233
2856,9318084,159233
2857,9318096,159233
2858,9318113,65890
2859,9318137,167294
2860,9318149,167282
2861,9318163,50689
2862,9318175,50689
2863,9318187,50532
2864,9318228,11249
2865,9318321,26361
2866,9318345,6874
2867,9318369,74405
2868,9318462,16890
2869,9318474,16632
2870,9318486,12164
2871,9318498,12300
2872,9318527,12292
2873,9318539,166188
2874,9318541,46941
2875,9318553,46941
2876,9318565,16596
2877,9318606,73593
2878,9318761,11050
2879,9318943,7920
2880,9318955,6419
2881,9319064,21353
2882,9319105,22027
2883,9319404,79556
2884,9319442,9653
2885,9319454,9653
2886,9319466,9653
2887,9319480,30058
2888,9319571,13760
2889,9319600,11842
2890,9319674,109647
2891,9319686,109647
2892,9319698,109672
2893,9319753,19628
2894,9319765,22271
2895,9319868,9193
2896,9319870,116104
2897,9319882,116093
2898,9320001,33812
2899,9320049,37937
2900,9320063,11283
2901,9320075,86389
2902,9320087,10000
2903,9320099,10000
2904,9320128,3608
2905,9320130,3608
2906,9320245,115700
2907,9320257,115700
2908,9320336,30618
2909,9320374,84823
2910,9320386,84863
2911,9320398,79403
2912,9320403,59587
2913,9320427,79403
2914,9320439,63410
2915,9320441,79403
2916,9320453,63427
2917,9320506,12008
2918,9320518,10585
2919,9320520,10609
2920,9320568,15990
2921,9320697,103681
2922,9320702,103631
2923,9320714,166468
2924,9320855,19392
2925,9320996,53820
2926,9321005,53820
2927,9321093,10574
2928,9321108,10567
2929,9321160,74995
2930,9321172,74998
2931,9321419,8057
2932,9321421,8033
2933,9321433,8084
2934,9321445,8102
2935,9321471,38133
2936,9321483,174239
2937,9321495,174239
2938,9321500,174239
2939,9321512,174239
2940,9321524,174239
2941,9321536,174239
2942,9321548,174239
2943,9321550,174239
2944,9321562,74999
2945,9321615,9181
2946,9321677,114523
2947,9321689,114523
2948,9321706,158880
2949,9321718,158920
2950,9321720,158880
2951,9321732,77803
2952,9321744,79084
2953,9321770,79006
2954,9321847,115567
2955,9321861,26180
2956,9321873,26151
2957,9321902,46321
2958,9321926,75527
2959,9321938,51202
2960,9322152,13040
2961,9322267,306507
2962,9322279,306543
2963,9322322,50629
2964,9322334,50532
2965,9322346,50532
2966,9322396,48356
2967,9322425,11636
2968,9322437,11636
2969,9322475,67986
2970,9322504,44132
2971,9322516,44164
2972,9322542,9288
2973,9322554,9322
2974,9322566,9340
2975,9322578,9340
2976,9322657,49772
2977,9322695,16564
2978,9322700,16534
2979,9322712,16511
2980,9322748,28556
2981,9322762,53474
2982,9322803,82030
2983,9322815,81997
2984,9322853,8546
2985,9322944,40045
2986,9322956,40119
2987,9323039,46309
2988,9323077,20811
2989,9323120,10202
2990,9323314,52622
2991,9323326,52620
2992,9323340,52660
2993,9323352,52642
2994,9323364,52684
2995,9323376,52648
2996,9323388,52650
2997,9323390,52620
2998,9323405,52606
2999,9323467,9342
3000,9323479,9313
3001,9323481,23447
3002,9323493,23716
3003,9323558,55589
3004,9323560,40165
3005,9323584,16427
3006,9323637,30193
3007,9323649,30193
3008,9323687,85513
3009,9323699,3365
3010,9323819,16631
3011,9323857,12412
3012,9323883,87144
3013,9323900,56678
3014,9323912,86949
3015,9323962,61284
3016,9323986,105547
3017,9324148,56010
3018,9324150,56058
3019,9324162,16393
3020,9324215,19888
3021,9324277,85602
3022,9324289,76565
3023,9324291,76604
3024,9324306,76574
3025,9324318,76578
3026,9324332,39520
3027,9324344,39520
3028,9324435,84554
3029,9324473,17023
3030,9324617,52346
3031,9324746,26424
3032,9324801,6970
3033,9324837,50629
3034,9324875,50607
3035,9324954,13760
3036,9325013,180055
3037,9325025,180093
3038,9325049,158425
3039,9325051,76620
3040,9325099,30439
3041,9325104,29671
3042,9325178,12322
3043,9325221,18117
3044,9325233,18099
3045,9325295,297541
3046,9325336,47999
3047,9325350,53464
3048,9325441,33355
3049,9325609,53755
3050,9325685,90617
3051,9325697,90617
3052,9325702,90617
3053,9325831,45822
3054,9325843,33888
3055,9325855,33849
3056,9325908,115091
3057,9326067,298495
3058,9326304,18830
3059,9326330,18849
3060,9326392,105500
3061,9326495,18615
3062,9326500,51371
3063,9326512,51371
3064,9326524,40083
3065,9326536,76596
3066,9326603,77541
3067,9326639,13116
3068,9326811,158738
3069,9326823,34248
3070,9326835,34253
3071,9326873,74999
3072,9326897,74992
3073,9326914,46042
3074,9326926,45916
3075,9326940,11416
3076,9326952,11404
3077,9326964,11209
3078,9326976,11403
3079,9326988,11208
3080,9326990,11206
3081,9327011,73948
3082,9327023,73711
3083,9327035,73711
3084,9327047,11340
3085,9327059,11340
3086,9327097,24035
3087,9327102,24025
3088,9327322,7750
3089,9327372,37105
3090,9327396,37048
3091,9327401,37100
3092,9327413,37582
3093,9327425,37562
3094,9327437,37623
3095,9327449,47872
3096,9327451,47782
3097,9327463,47823
3098,9327504,12497
3099,9327578,13734
3100,9327580,13733
3101,9327748,21120
3102,9328015,579
3103,9328027,9331
3104,9328039,9350
3105,9328041,9344
3106,9328053,9312
3107,9328132,53160
3108,9328144,53187
3109,9328297,47782
3110,9328340,12983
3111,9328481,42082
3112,9328522,53565
3113,9328534,53565
3114,9328558,75397
3115,9328637,18457
3116,9328649,18530
3117,9328651,8505
3118,9328675,56024
3119,9328728,14962
3120,9328936,82209
3121,9328974,15609
3122,9329148,11298
3123,9329409,105865
3124,9329411,37426
3125,9329461,21055
3126,9329473,20500
3127,9329526,50554
3128,9329564,8261
3129,9329655,40149
3130,9329667,40119
3131,9329801,177456
3132,9329813,56019
3133,9329849,9670
3134,9330070,108447
3135,9330238,13882
3136,9330240,13668
3137,9330264,13633
3138,9330276,13749
3139,9330317,77075
3140,9330329,77031
3141,9330355,73869
3142,9330379,14246
3143,9330393,14351
3144,9330410,14383
3145,9330434,15857
3146,9330513,39359
3147,9330616,19670
3148,9330630,53460
3149,9330642,53496
3150,9330654,53521
3151,9330771,19959
3152,9330783,19969
3153,9330795,19951
3154,9330812,76499
3155,9330848,13626
3156,9330850,13702
3157,9331048,84776
3158,9331153,114795
3159,9331191,7282
3160,9331206,7238
3161,9331256,19996
3162,9331414,203153
3163,9331490,13497
3164,9331593,7491
3165,9331660,91201
3166,9331672,91198
3167,9331696,53529
3168,9331713,53430
3169,9331830,13020
3170,9331880,56071
3171,9331919,56049
3172,9332016,92710
3173,9332028,47128
3174,9332078,26528
3175,9332171,47128
3176,9332183,47128
3177,9332212,76588
3178,9332303,49999
3179,9332315,49999
3180,9332494,13153
3181,9332511,113478
3182,9332559,7000
3183,9332614,74996
3184,9332626,74997
3185,9332638,74925
3186,9332640,74910
3187,9332676,13792
3188,9332688,13800
3189,9332781,115536
3190,9332822,115577
3191,9332834,115577
3192,9332858,72982
3193,9332860,72982
3194,9332872,72982
3195,9332925,30200
3196,9332937,30137
3197,9332949,30386
3198,9332951,171810
3199,9332963,56032
3200,9332975,84775
3201,9332987,94629
3202,9332999,84771
3203,9333008,84783
3204,9333010,84688
3205,9333022,84835
3206,9333034,84626
3207,9333046,44239
3208,9333072,44233
3209,9333125,8636
3210,9333175,8044
3211,9333345,11269
3212,9333357,11285
3213,9333369,22248
3214,9333383,22243
3215,9333395,22229
3216,9333400,47125
3217,9333412,47187
3218,9333436,47095
3219,9333474,21600
3220,9333527,17356
3221,9333539,17356
3222,9333541,17355
3223,9333553,17300
3224,9333591,84303
3225,9333606,84491
3226,9333618,84455
3227,9333656,70374
3228,9333694,4850
3229,9333785,115577
3230,9333797,185897
3231,9333838,62953
3232,9333852,62949
3233,9334038,115867
3234,9334076,78403
3235,9334155,50607
3236,9334167,50596
3237,9334234,18299
3238,9334313,14889
3239,9334325,20890
3240,9334351,42166
3241,9334375,42213
3242,9334387,41850
3243,9334430,10016
3244,9334569,73956
3245,9334571,73965
3246,9334662,113478
3247,9334727,108414
3248,9334739,108433
3249,9334789,37145
3250,9334818,23741
3251,9334856,8811
3252,9334868,8654
3253,9334923,111385
3254,9334959,15960
3255,9335032,45951
3256,9335044,46012
3257,9335056,45965
3258,9335068,45953
3259,9335161,7341
3260,9335197,68282
3261,9335202,68281
3262,9335824,33682
3263,9335836,34497
3264,9335915,38402
3265,9335953,21443
3266,9335989,76942
3267,9336048,117077
3268,9336050,21091
3269,9336062,21055
3270,9336074,21052
3271,9336165,34304
3272,9336189,34281
3273,9336244,13174
3274,9336256,9653
3275,9336268,9653
3276,9336294,8238
3277,9336359,13775
3278,9336464,45704
3279,9336505,74996
3280,9336610,75356
3281,9336658,29565
3282,9336660,29536
3283,9336749,81400
3284,9336763,32741
3285,9336830,50198
3286,9336892,82331
3287,9336907,82331
3288,9337004,150393
3289,9337016,149993
3290,9337212,105544
3291,9337224,12873
3292,9337236,12834
3293,9337262,39332
3294,9337327,50548
3295,9337341,110769
3296,9337353,17023
3297,9337365,22014
3298,9337377,22016
3299,9337406,105576
3300,9337418,105572
3301,9337444,103614
3302,9337511,49999
3303,9337614,65867
3304,9337626,65919
3305,9337638,65935
3306,9337640,65600
3307,9337652,65950
3308,9337676,65953
3309,9337717,106898
3310,9337729,107160
3311,9337731,106896
3312,9337743,106983
3313,9337779,11298
3314,9337793,19277
3315,9337951,121823
3316,9337963,121963
3317,9337975,121639
3318,9337987,121730
3319,9338058,39269
3320,9338113,7601
3321,9338125,7600
3322,9338151,14184
3323,9338565,31931
3324,9338620,18864
3325,9338632,12892
3326,9338670,6933
3327,9338709,22755
3328,9338711,22678
3329,9338723,22717
3330,9338797,77204
3331,9338814,47344
3332,9338826,18867
3333,9338838,18865
3334,9338840,18864
3335,9338852,18858
3336,9338864,18855
3337,9338888,14382
3338,9338905,115754
3339,9338917,115824
3340,9338967,23679
3341,9339090,8210
3342,9339260,82187
3343,9339272,117236
3344,9339284,116932
3345,9339296,117247
3346,9339301,115857
3347,9339313,115857
3348,9339337,115849
3349,9339545,24279
3350,9339595,34438
3351,9339636,34671
3352,9339806,18085
3353,9339818,18312
3354,9339832,17673
3355,9339844,18090
3356,9340104,38396
3357,9340116,38396
3358,9340128,38396
3359,9340439,19991
3360,9340441,19998
3361,9340477,19983
3362,9340489,19981
3363,9340570,18262
3364,9340582,29017
3365,9340594,29015
3366,9340623,16654
3367,9340910,11283
3368,9341067,110119
3369,9341079,110066
3370,9341081,109908
3371,9341093,109716
3372,9341108,6405
3373,9341146,46927
3374,9341160,9402
3375,9341172,9402
3376,9341184,16613
3377,9341316,15652
3378,9341328,15625
3379,9341433,29015
3380,9341445,29013
3381,9341873,78932
3382,9341897,9127
3383,9341902,9127
3384,9341940,76578
3385,9341964,8146
3386,9341976,8200
3387,9342176,84688
3388,9342205,27100
3389,9342217,76580
3390,9342396,8555
3391,9342425,8612
3392,9342580,43420
3393,9342815,76596
3394,9342827,76596
3395,9343089,39426
3396,9343156,26881
3397,9343168,25000
3398,9343170,26097
3399,9343194,46070
3400,9343209,46067
3401,9343261,15960
3402,9343273,13800
3403,9343314,76598
3404,9343340,115577
3405,9343352,115577
3406,9343417,53840
3407,9343455,54267
3408,9343467,54238
3409,9343479,54347
3410,9343481,46550
3411,9343493,46589
3412,9343510,46550
3413,9343637,32327
3414,9343728,103567
3415,9343780,26046
3416,9343819,12526
3417,9343821,12523
3418,9343833,92832
3419,9343845,92598
3420,9343857,92485
3421,9343869,92567
3422,9343871,92576
3423,9343883,92475
3424,9343895,92524
3425,9343986,53714
3426,9344019,45976
3427,9344095,82619
3428,9344174,8824
3429,9344239,11005
3430,9344253,9235
3431,9344423,16979
3432,9344435,16979
3433,9344552,34347
3434,9344681,28123
3435,9344708,53870
3436,9344710,22267
3437,9344722,22263
3438,9345219,13016
3439,9345415,109968
3440,9345427,109950
3441,9345439,110038
3442,9345441,115814
3443,9345659,47302
3444,9345726,8048
3445,9345908,19885
3446,9346017,42011
3447,9346029,12500
3448,9346122,58610
3449,9346378,180230
3450,9346421,11142
3451,9346536,66441
3452,9346720,115878
3453,9346768,174219
3454,9346811,38981
3455,9346823,38056
3456,9346835,38056
3457,9346847,37965
3458,9346873,110295
3459,9346885,110295
3460,9347035,17349
3461,9347047,17290
3462,9347152,19984
3463,9347293,28142
3464,9347308,37304
3465,9347310,47286
3466,9347504,58691
3467,9347607,63071
3468,9347633,11169
3469,9347645,11145
3470,9347748,11336
3471,9347750,11818
3472,9347762,11797
3473,9347774,11846
3474,9347786,11807
3475,9347798,11814
3476,9347803,11808
3477,9347815,11821
3478,9347827,7968
3479,9347839,8004
3480,9347841,7947
3481,9347853,7973
3482,9347932,53360
3483,9347956,13797
3484,9347970,13729
3485,9348053,71256
3486,9348065,71256
3487,9348168,41238
3488,9348170,41337
3489,9348194,23780
3490,9348297,16745
3491,9348302,16791
3492,9348479,115838
3493,9348558,1400
3494,9348625,18108
3495,9348637,18091
3496,9348649,84705
3497,9348651,84868
3498,9348675,68463
3499,9348687,68411
3500,9348699,68578
3501,9348936,11407
3502,9348948,11407
3503,9349174,12611
3504,9349186,10977
3505,9349215,9526
3506,9349368,32878
3507,9349435,9653
3508,9349447,10500
3509,9349459,9697
3510,9349461,9705
3511,9349497,85437
3512,9349502,85614
3513,9349514,85517
3514,9349526,85517
3515,9349538,85517
3516,9349540,85463
3517,9349552,85384
3518,9349564,85326
3519,9349617,53641
3520,9349643,20938
3521,9349655,20896
3522,9349758,7000
3523,9349760,7657
3524,9349772,7000
3525,9349796,63397
3526,9349813,63359
3527,9349825,63377
3528,9349863,6133
3529,9349978,8232
3530,9349980,7448
3531,9349992,8184
3532,9350006,7448
3533,9350018,72912
3534,9350020,72912
3535,9350044,72447
3536,9350068,53487
3537,9350094,28445
3538,9350317,34365
3539,9350381,62234
3540,9350422,54368
3541,9350537,10131
3542,9350599,54784
3543,9350666,5087
3544,9350678,5125
3545,9350680,8500
3546,9350707,8500
3547,9350719,8500
3548,9350721,8500
3549,9350745,17999
3550,9350757,17998
3551,9350771,7400
3552,9350783,7056
3553,9350850,50885
3554,9350886,4999
3555,9350898,4999
3556,9350989,13107
3557,9350991,13052
3558,9351098,8723
3559,9351115,8692
3560,9351153,7697
3561,9351218,22314
3562,9351414,73727
3563,9351426,73727
3564,9351438,73669
3565,9351440,73715
3566,9351476,7500
3567,9351488,5000
3568,9351490,8351
3569,9351505,8351
3570,9351529,40441
3571,9351531,25197
3572,9351543,25197
3573,9351567,16657
3574,9351579,50446
3575,9351581,50547
3576,9351593,50568
3577,9351634,50922
3578,9351763,83051
3579,9351921,37456
3580,9351933,11394
3581,9352133,13157
3582,9352195,37159
3583,9352200,44044
3584,9352212,44080
3585,9352298,32200
3586,9352303,40600
3587,9352315,40558
3588,9352339,7697
3589,9352860,82291
3590,9353022,7486
3591,9353072,6933
3592,9353084,37280
3593,9353096,37297
3594,9353101,37293
3595,9353113,37321
3596,9353125,37296
3597,9353137,37282
3598,9353149,37313
3599,9353668,53840
3600,9353670,53732
3601,9353682,53857
3602,9353723,10750
3603,9354040,18909
3604,9354052,18901
3605,9354076,18909
3606,9354090,88279
3607,9354208,14078
3608,9354284,6287
3609,9354313,104542
3610,9354325,11487
3611,9354337,11497
3612,9354349,11257
3613,9354351,13720
3614,9354363,11273
3615,9354375,11435
3616,9354387,11433
3617,9354399,11431
3618,9354404,11432
3619,9354416,11433
3620,9354428,11434
3621,9354430,11274
3622,9354442,11287
3623,9354454,11271
3624,9354466,11272
3625,9354478,13709
3626,9354571,8817
3627,9354674,23831
3628,9354739,30195
3629,9354741,30162
3630,9354791,42704
3631,9354909,49999
3632,9354923,131831
3633,9355185,17339
3634,9355197,17325
3635,9355202,21424
3636,9355214,21428
3637,9355226,21419
3638,9355238,18054
3639,9355240,17550
3640,9355252,18049
3641,9355288,43097
3642,9355331,43133
3643,9355343,43177
3644,9355367,43083
3645,9355408,34578
3646,9355422,11052
3647,9355446,11177
3648,9355458,11180
3649,9355460,11186
3650,9355501,52950
3651,9355513,50757
3652,9355525,50790
3653,9355551,111315
3654,9355812,16450
3655,9356098,35181
3656,9356103,35137
3657,9356115,35144
3658,9356127,35483
3659,9356139,35205
3660,9356165,35220
3661,9356244,40450
3662,9356402,9775
3663,9356414,9775
3664,9356622,17006
3665,9356658,12244
3666,9356660,12296
3667,9356672,12513
3668,9356684,12099
3669,9356737,14915
3670,9356749,14915
3671,9356957,6933
3672,9356969,6933
3673,9357200,12792
3674,9357224,12797
3675,9357236,12863
3676,9357298,20999
3677,9357303,20986
3678,9357315,20958
3679,9357327,21020
3680,9357547,22314
3681,9357559,40440
3682,9357561,40394
3683,9357597,11300
3684,9357602,11300
3685,9357810,24095
3686,9357872,23732
3687,9357999,12760
3688,9358022,12746
3689,9358058,12791
3690,9358060,4894
3691,9358307,51233
3692,9358319,51218
3693,9358369,37249
3694,9358371,37272
3695,9358383,37251
3696,9358395,37238
3697,9358400,109672
3698,9358539,8306
3699,9358541,105365
3700,9358632,19999
3701,9358670,18826
3702,9358682,18110
3703,9358852,53808
3704,9358864,53828
3705,9358888,12303
3706,9358890,17004
3707,9358917,73730
3708,9358929,73740
3709,9358931,16670
3710,9359117,13670
3711,9359258,20091
3712,9359260,20073
3713,9359363,46105
3714,9359375,46011
3715,9359571,21665
3716,9359583,21600
3717,9359600,12934
3718,9359791,12614
3719,9359806,13413
3720,9359935,12605
3721,9359959,12576
3722,9359961,12633
3723,9360142,21257
3724,9360192,7996
3725,9360207,7969
3726,9360221,9466
3727,9360336,49999
3728,9360415,40009
3729,9360441,39808
3730,9360465,107123
3731,9360506,3350
3732,9360788,7907
3733,9360790,122079
3734,9360805,121843
3735,9360829,121730
3736,9360831,122006
3737,9360843,104701
3738,9360855,104666
3739,9360867,104561
3740,9360879,109503
3741,9360881,109484
3742,9360893,109662
3743,9360908,109555
3744,9360946,19874
3745,9360960,19996
3746,9360972,8694
3747,9360984,8820
3748,9360996,10408
3749,9361029,12100
3750,9361031,14995
3751,9361134,8493
3752,9361213,82191
3753,9361392,5827
3754,9361524,105342
3755,9361782,32120
3756,9361809,12105
3757,9361811,12300
3758,9361823,12300
3759,9361835,12300
3760,9362138,15988
3761,9362217,76596
3762,9362231,76629
3763,9362322,21264
3764,9362334,21262
3765,9362372,50605
3766,9362437,21263
3767,9362542,8765
3768,9362621,7530
3769,9362633,7534
3770,9362657,8057
3771,9362669,8099
3772,9362724,25903
3773,9362956,11804
3774,9363015,177987
3775,9363039,177804
3776,9363089,83730
3777,9363168,23641
3778,9363273,32269
3779,9363285,32250
3780,9363297,32248
3781,9363314,32285
3782,9363467,45967
3783,9363479,45990
3784,9363493,33694
3785,9363508,6399
3786,9363534,12776
3787,9363546,12790
3788,9363625,55418
3789,9363637,46652
3790,9363649,82354
3791,9363766,18965
3792,9363780,45750
3793,9363819,19974
3794,9363821,19971
3795,9363845,19994
3796,9363857,19998
3797,9363883,19101
3798,9363948,17262
3799,9363950,17280
3800,9363974,6315
3801,9363986,6355
3802,9363998,6355
3803,9364007,6355
3804,9364019,6355
3805,9364136,7124
3806,9364148,7092
3807,9364203,34393
3808,9364277,75356
3809,9364320,180201
3810,9364394,54789
3811,9364526,13000
3812,9364588,51506
3813,9364722,4700
3814,9364746,76432
3815,9364758,76432
3816,9364849,28399
3817,9364851,28414
3818,9364930,38513
3819,9364978,6200
3820,9364980,4700
3821,9365001,76543
3822,9365049,10887
3823,9365245,8211
3824,9365257,8157
3825,9365269,8150
3826,9365362,50561
3827,9365477,16748
3828,9365489,16714
3829,9365506,8053
3830,9365518,8065
3831,9365623,45680
3832,9365635,45680
3833,9365659,17356
3834,9365661,17356
3835,9365752,319994
3836,9365817,51087
3837,9365829,26811
3838,9365831,26811
3839,9365855,26811
3840,9365867,26811
3841,9365879,26650
3842,9365960,9620
3843,9365972,9620
3844,9365984,9587
3845,9365996,8818
3846,9366108,75194
3847,9366122,9823
3848,9366134,9886
3849,9366146,9828
3850,9366158,9905
3851,9366160,9231
3852,9366225,11807
3853,9366287,51528
3854,9366299,51603
3855,9366471,12545
3856,9366483,12720
3857,9366940,11787
3858,9367073,12102
3859,9367188,66940
3860,9367358,8011
3861,9367372,17999
3862,9367401,21206
3863,9367413,21206
3864,9367437,13102
3865,9367530,37982
3866,9367554,33609
3867,9367621,28448
3868,9367671,47522
3869,9367695,47451
3870,9367712,47463
3871,9367748,47399
3872,9367750,47401
3873,9367827,34252
3874,9367906,18981
3875,9368041,10316
3876,9368302,89556
3877,9368326,17110
3878,9368780,10355
3879,9368792,10309
3880,9368869,58811
3881,9368871,57982
3882,9368895,17252
3883,9368900,17311
3884,9368912,17209
3885,9369007,11051
3886,9369069,11087
3887,9369071,11104
3888,9369083,11149
3889,9369095,11121
3890,9369291,7218
3891,9369461,52991
3892,9369758,73355
3893,9369904,81929
3894,9370082,13450
3895,9370094,13446
3896,9370109,13464
3897,9370111,13425
3898,9370135,32221
3899,9370147,32256
3900,9370185,78819
3901,9370317,29664
3902,9370331,35278
3903,9370381,33401
3904,9370393,16383
3905,9370422,33248
3906,9370525,14889
3907,9370719,37946
3908,9370836,107510
3909,9370848,107593
3910,9370850,107687
3911,9370977,24781
3912,9371062,46573
3913,9371074,55649
3914,9371086,54706
3915,9371359,19124
3916,9371402,12612
3917,9371414,12558
3918,9371426,12640
3919,9371581,13017
3920,9371610,16578
3921,9371660,9127
3922,9371672,9133
3923,9371787,17998
3924,9371804,11348
3925,9371878,11317
3926,9372200,17819
3927,9372274,17882
3928,9372420,43475
3929,9372468,10315
3930,9372470,72900
3931,9372482,72900
3932,9372494,73262
3933,9372585,12513
3934,9372602,8003
3935,9372640,13045
3936,9372652,11289
3937,9372676,5125
3938,9372688,5125
3939,9372858,73626
3940,9372860,42594
3941,9372872,42566
3942,9372913,4916
3943,9373137,25997
3944,9373230,19991
3945,9373591,9999
3946,9373632,16651
3947,9373644,16611
3948,9373656,116050
3949,9373668,115949
3950,9373905,13760
3951,9373993,56678
3952,9374002,56548
3953,9374117,13766
3954,9374208,76596
3955,9374210,76596
3956,9374234,40248
3957,9374301,51498
3958,9374337,46177
3959,9374349,37322
3960,9374387,6424
3961,9374416,38396
3962,9374428,38396
3963,9374442,34324
3964,9374519,5400
3965,9374521,33232
3966,9374557,10343
3967,9374569,9999
3968,9374844,73611
3969,9374856,73604
3970,9374911,11787
3971,9374973,12016
3972,9375082,6933
3973,9375252,8209
3974,9375264,22144
3975,9375288,22098
3976,9375575,53116
3977,9375604,53148
3978,9375654,5184
3979,9375721,79592
3980,9375915,81383
3981,9375939,83610
3982,9375953,30487
3983,9376000,31568
3984,9376024,11254
3985,9376036,11253
3986,9376048,11408
3987,9376050,11255
3988,9376359,81354
3989,9376361,81397
3990,9376488,12007
3991,9376490,12007
3992,9376505,11940
3993,9376658,12273
3994,9376696,14552
3995,9376701,14565
3996,9376713,14483
3997,9376725,14538
3998,9376816,38431
3999,9376828,38289
4000,9376854,40174
4001,9376892,16509
4002,9376945,37900
4003,9377195,15994
4004,9377200,15994
4005,9377224,43601
4006,9377236,43563
4007,9377248,43538
4008,9377418,297958
4009,9377482,26652
4010,9377494,30089
4011,9377509,30134
4012,9377511,30089
4013,9377523,29936
4014,9377559,38080
4015,9377652,37847
4016,9377664,37824
4017,9377688,53466
4018,9377717,28447
4019,9377779,105009
4020,9377846,11185
4021,9378008,33098
4022,9378022,8132
4023,9378151,18880
4024,9378163,18861
4025,9378230,6042
4026,9378254,8378
4027,9378278,10441
4028,9378280,10446
4029,9378292,10441
4030,9378307,10422
4031,9378321,12927
4032,9378369,159021
4033,9378371,51434
4034,9378395,82050
4035,9378448,9125
4036,9378618,109996
4037,9378620,99997
4038,9378632,109996
4039,9378682,5400
4040,9378723,16670
4041,9378735,16611
4042,9378876,149993
4043,9378929,13652
4044,9379129,46846
4045,9379131,46763
4046,9379208,159021
4047,9379210,159021
4048,9379301,74401
4049,9379313,50922
4050,9379325,50922
4051,9379337,50922
4052,9379349,22014
4053,9379351,22030
4054,9379387,22028
4055,9379612,115878
4056,9379624,115760
4057,9379648,32017
4058,9379650,32029
4059,9379662,31890
4060,9379674,31922
4061,9379844,20564
4062,9379909,33619
4063,9379935,33157
4064,9379973,20758
4065,9379985,26083
4066,9380063,47408
4067,9380075,47402
4068,9380099,47401
4069,9380104,47370
4070,9380350,37879
4071,9380362,46938
4072,9380374,46938
4073,9380386,46968
4074,9380415,10736
4075,9380477,40597
4076,9380489,40549
4077,9380518,49999
4078,9380520,47128
4079,9380532,47128
4080,9380570,37923
4081,9380582,37889
4082,9380594,37538
4083,9380740,158819
4084,9380752,55418
4085,9380764,46559
4086,9380788,54810
4087,9380805,31582
4088,9380829,37277
4089,9380831,50922
4090,9380893,160391
4091,9381213,76596
4092,9381237,20168
4093,9381249,20180
4094,9381275,8893
4095,9381380,7953
4096,9381392,12740
4097,9381419,7775
4098,9381421,7694
4099,9381433,7678
4100,9381500,40037
4101,9381512,40099
4102,9381524,83684
4103,9381562,46522
4104,9381706,20499
4105,9381732,112521
4106,9381744,112511
4107,9381768,49999
4108,9381809,7728
4109,9381861,21211
4110,9381873,42704
4111,9381938,9223
4112,9382061,35435
4113,9382073,45997
4114,9382085,45986
4115,9382097,12244
4116,9382396,17252
4117,9382700,48673
4118,9382736,50640
4119,9382750,115873
4120,9382762,115748
4121,9382798,46564
4122,9382970,74200
4123,9383106,28061
4124,9383326,8317
4125,9383417,28084
4126,9383429,28092
4127,9383431,28080
4128,9383443,18818
4129,9383508,32228
4130,9383558,3546
4131,9383560,3500
4132,9383596,12829
4133,9383651,8026
4134,9383730,10975
4135,9383857,75750
4136,9383869,106850
4137,9383883,5464
4138,9383895,49999
4139,9383962,36677
4140,9383974,36677
4141,9384019,51218
4142,9384033,51225
4143,9384069,107023
4144,9384095,38402
4145,9384112,37481
4146,9384124,37481
4147,9384136,37481
4148,9384162,17096
4149,9384174,8046
4150,9384186,8071
4151,9384198,319427
4152,9384306,50923
4153,9384318,12732
4154,9384320,12744
4155,9384370,33171
4156,9384435,30720
4157,9384447,30720
4158,9384459,30720
4159,9384502,80300
4160,9384514,79964
4161,9384564,115325
4162,9384617,297168
4163,9384851,28456
4164,9384863,28416
4165,9384916,176859
4166,9384942,22602
4167,9384992,106045
4168,9385001,72982
4169,9385037,320142
4170,9385063,32295
4171,9385075,32311
4172,9385099,32283
4173,9385178,37481
4174,9385192,159995
4175,9385221,18920
4176,9385506,54204
4177,9385532,21986
4178,9385611,52513
4179,9385673,80986
4180,9385881,8044
4181,9385893,8027
4182,9385908,7910
4183,9385922,8029
4184,9385984,34194
4185,9386146,6000
4186,9386158,6008
4187,9386225,7378
4188,9386249,11505
4189,9386304,54004
4190,9386392,58679
4191,9386421,75149
4192,9386471,52513
4193,9386483,52408
4194,9386495,52513
4195,9386524,20069
4196,9386536,113021
4197,9386718,17894
4198,9386914,38065
4199,9386926,38056
4200,9386976,17083
4201,9387059,38496
4202,9387073,10561
4203,9387085,9429
4204,9387114,180201
4205,9387138,51476
4206,9387255,110448
4207,9387279,46606
4208,9387334,53447
4209,9387360,53474
4210,9387425,20316
4211,9387592,14756
4212,9387621,10860
4213,9387671,46195
4214,9387683,46265
4215,9387700,46180
4216,9387724,46287
4217,9387736,8003
4218,9387748,8975
4219,9387918,51549
4220,9388003,46606
4221,9388209,50922
4222,9388302,46098
4223,9388314,46047
4224,9388338,13760
4225,9388364,105746
4226,9388376,105777
4227,9388388,8716
4228,9388390,8729
4229,9388417,8732
4230,9388510,11166
4231,9388522,11157
4232,9388534,11174
4233,9388704,25421
4234,9388716,21182
4235,9388742,108817
4236,9388766,108912
4237,9388778,108926
4238,9388780,108040
4239,9388807,108929
4240,9388883,12669
4241,9388895,12651
4242,9388900,12684
4243,9388912,12669
4244,9389033,299999
4245,9389071,107157
4246,9389083,107009
4247,9389095,106741
4248,9389100,106969
4249,9389265,318440
