,IMO_Number,DWT
9821,9735220,10546
9822,9735232,10546
9823,9735452,35084
9824,9735579,74547
9825,9735608,74665
9826,9735634,74663
9827,9735646,74613
9828,9735658,54561
9829,9735804,63369
9830,9735828,63301
9831,9736080,60492
9832,9736107,199744
9833,9736169,63301
9834,9736183,12234
9835,9736195,12234
9836,9736200,12396
9837,9736212,12325
9838,9736224,12325
9839,9736353,80868
9840,9736365,16995
9841,9736377,16988
9842,9736638,12479
9843,9736731,206960
9844,9736808,20941
9845,9736810,20900
9846,9736896,12657
9847,9736963,34512
9848,9737060,60297
9849,9737101,35863
9850,9737113,33395
9851,9737125,58112
9852,9737149,33158
9853,9737151,35847
9854,9737187,96779
9855,9737369,63194
9856,9737371,113651
9857,9737383,112949
9858,9737395,113004
9859,9737400,113039
9860,9737462,146792
9861,9737474,146792
9862,9737486,146791
9863,9737498,146792
9864,9737503,146116
9865,9737515,74074
9866,9737527,74033
9867,9737577,19994
9868,9737589,82053
9869,9737618,82018
9870,9737709,63593
9871,9737711,63435
9872,9737759,74997
9873,9737838,182620
9874,9738026,82039
9875,9738040,82013
9876,9738088,39746
9877,9738090,39781
9878,9738105,39779
9879,9738117,39765
9880,9738143,178361
9881,9738155,178438
9882,9738234,28543
9883,9738337,60456
9884,9738349,60404
9885,9738454,61620
9886,9738466,61613
9887,9738674,38640
9888,9738739,37775
9889,9738789,77119
9890,9738791,77113
9891,9738806,95522
9892,9738818,84872
9893,9738909,37490
9894,9738947,61177
9895,9739018,181319
9896,9739240,179318
9897,9739264,25268
9898,9739288,27500
9899,9739290,27500
9900,9739305,27500
9901,9739317,27500
9902,9739329,27500
9903,9739680,118908
9904,9739692,119130
9905,9739800,17999
9906,9739812,17999
9907,9739824,17999
9908,9739836,17999
9909,9740079,63577
9910,9740108,63442
9911,9740110,63577
9912,9740158,63481
9913,9740419,113176
9914,9740421,113300
9915,9740433,35000
9916,9740445,35093
9917,9740469,109985
9918,9740471,109985
9919,9740574,49990
9920,9740770,19990
9921,9740782,19973
9922,9740794,19994
9923,9740809,84947
9924,9740823,85020
9925,9740902,60475
9926,9741138,12329
9927,9741140,12370
9928,9741152,12337
9929,9741293,77998
9930,9741372,139335
9931,9741384,139335
9932,9741396,139335
9933,9741401,139335
9934,9741413,138907
9935,9741425,138907
9936,9741437,138907
9937,9741449,139335
9938,9741504,63474
9939,9741516,63442
9940,9741528,63457
9941,9741530,63473
9942,9741566,48897
9943,9741578,48939
9944,9741580,48924
9945,9741700,37964
9946,9741712,38040
9947,9741724,38464
9948,9741736,38330
9949,9741815,106329
9950,9741865,38548
9951,9741877,39968
9952,9742065,22396
9953,9742077,22423
9954,9742209,180007
9955,9742211,109990
9956,9742326,27014
9957,9742405,16970
9958,9742417,16969
9959,9742429,16966
9960,9742651,63581
9961,9742663,63497
9962,9742807,93241
9963,9742819,93241
9964,9742895,154966
9965,9742900,154781
9966,9742912,157781
9967,9743045,8825
9968,9743174,180521
9969,9743186,157409
9970,9743203,157522
9971,9743215,39000
9972,9743227,39376
9973,9743241,7183
9974,9743253,7198
9975,9743265,180960
9976,9743277,180922
9977,9743473,30205
9978,9743485,30263
9979,9743497,30187
9980,9743502,30156
9981,9743588,63438
9982,9743590,63472
9983,9743617,63132
9984,9743710,52037
9985,9743746,16090
9986,9743758,16111
9987,9743760,16064
9988,9743837,37350
9989,9743849,19983
9990,9743928,25287
9991,9744087,63263
9992,9744752,35443
9993,9744764,35443
9994,9744776,23663
9995,9744893,32771
9996,9744908,32786
9997,9744910,16925
9998,9744922,16932
9999,9744934,16920
10000,9744946,16940
10001,9744958,20916
10002,9744996,81886
10003,9745225,158914
10004,9745237,158932
10005,9745263,158871
10006,9745366,19209
10007,9745378,19209
10008,9745500,34768
10009,9745524,24282
10010,9745536,24244
10011,9745548,34768
10012,9745550,34768
10013,9745653,109802
10014,9745902,109894
10015,9745926,109896
10016,9745938,209756
10017,9745940,209801
10018,9746009,61491
10019,9746102,66545
10020,9746164,19985
10021,9746176,33974
10022,9746188,33985
10023,9746190,33984
10024,9746205,49990
10025,9746231,49990
10026,9746243,49990
10027,9746255,49990
10028,9746267,49990
10029,9746279,49990
10030,9746619,157525
10031,9746621,157540
10032,9746683,26798
10033,9746700,81712
10034,9746712,81870
10035,9746774,6407
10036,9746786,6424
10037,9746970,35000
10038,9747053,34483
10039,9747106,49999
10040,9747120,49996
10041,9747156,37359
10042,9747247,39359
10043,9747297,81129
10044,9747302,81058
10045,9747314,81119
10046,9747338,49999
10047,9747340,49999
10048,9747352,49999
10049,9747390,60508
10050,9747417,60425
10051,9747508,63409
10052,9747510,63413
10053,9747522,63244
10054,9747534,63424
10055,9747546,77872
10056,9747558,77927
10057,9747651,26355
10058,9747687,63372
10059,9747974,14878
10060,9747986,14827
10061,9747998,14911
10062,9748007,14911
10063,9748033,84860
10064,9748045,84858
10065,9748069,61225
10066,9748071,61255
10067,9748227,54523
10068,9748239,63592
10069,9748241,63518
10070,9748265,34979
10071,9748277,34960
10072,9748289,18322
10073,9748291,18241
10074,9748370,61244
10075,9748382,37488
10076,9748409,37713
10077,9748435,37806
10078,9748459,61263
10079,9748497,61254
10080,9748679,157737
10081,9748681,157587
10082,9748710,12661
10083,9748734,60436
10084,9748760,60280
10085,9748796,81784
10086,9748801,81784
10087,9748849,63408
10088,9748904,92266
10089,9749257,60309
10090,9749269,60309
10091,9749300,84992
10092,9749324,25161
10093,9749336,25161
10094,9749348,25161
10095,9749350,25161
10096,9749362,25161
10097,9749374,25161
10098,9749386,36068
10099,9749489,158594
10100,9749491,158594
10101,9749506,158594
10102,9749518,158594
10103,9749532,113284
10104,9749544,113364
10105,9749556,113293
10106,9749568,19638
10107,9749570,19638
10108,9749582,19638
10109,9749594,19638
10110,9749685,19980
10111,9749697,19974
10112,9749790,19998
10113,9749805,19999
10114,9749829,81677
10115,9749960,34485
10116,9750024,3121
10117,9750048,63379
10118,9750050,149992
10119,9750062,149992
10120,9750244,88613
10121,9750311,82055
10122,9750402,208962
10123,9750440,63561
10124,9750464,12337
10125,9750579,10238
10126,9750658,96851
10127,9750660,96779
10128,9750672,96839
10129,9750696,96840
10130,9750701,96844
10131,9750713,96703
10132,9750725,96821
10133,9750737,96840
10134,9750749,96796
10135,9750816,182598
10136,9750830,182644
10137,9750921,211182
10138,9750971,181031
10139,9751224,63016
10140,9751248,63345
10141,9751286,38767
10142,9751298,38801
10143,9751303,38801
10144,9751315,38821
10145,9751327,63573
10146,9751339,63562
10147,9751341,63475
10148,9751365,38863
10149,9751377,38836
10150,9751573,97692
10151,9752010,40929
10152,9752022,40924
10153,9752034,40895
10154,9752046,40847
10155,9752101,41551
10156,9752151,82085
10157,9752278,59087
10158,9752395,112927
10159,9752412,63584
10160,9752656,48163
10161,9752797,106324
10162,9753193,7900
10163,9753208,7900
10164,9753260,38943
10165,9753272,40101
10166,9753284,38800
10167,9753296,40064
10168,9753301,40145
10169,9753363,149996
10170,9753387,37829
10171,9753545,149992
10172,9753674,49516
10173,9753686,49561
10174,9753698,49513
10175,9753791,40900
10176,9754082,39046
10177,9754161,39094
10178,9754410,12247
10179,9754422,12000
10180,9754434,12264
10181,9754446,12100
10182,9754903,41607
10183,9754915,41536
10184,9754927,41550
10185,9754953,200148
10186,9754965,200148
10187,9754991,63140
10188,9755191,200148
10189,9755464,57381
10190,9755476,57381
10191,9755646,26798
10192,9755658,26417
10193,9755672,38494
10194,9755725,36681
10195,9755816,81788
10196,9755842,34958
10197,9755866,34930
10198,9755919,36228
10199,9755921,36228
10200,9755933,202036
10201,9755945,202347
10202,9755957,201792
10203,9756092,26974
10204,9756107,26871
10205,9756248,207858
10206,9756250,39830
10207,9756274,49999
10208,9756626,60447
10209,9756729,119159
10210,9756731,119159
10211,9756743,181221
10212,9757008,60263
10213,9757187,146931
10214,9757216,146749
10215,9757230,146749
10216,9757254,36681
10217,9757785,84852
10218,9757797,37918
10219,9757840,153811
10220,9757864,153679
10221,9757890,61645
10222,9757929,61302
10223,9757967,35688
10224,9757979,35757
10225,9757981,20419
10226,9757993,20445
10227,9758026,22407
10228,9758038,22354
10229,9758064,95785
10230,9758076,95978
10231,9758090,22346
10232,9758129,60294
10233,9758143,60437
10234,9758301,39830
10235,9758387,81786
10236,9758399,81855
10237,9758416,81802
10238,9758454,81756
10239,9758466,81828
10240,9758557,20081
10241,9758583,81108
10242,9758739,81691
10243,9758753,37816
10244,9758789,16081
10245,9758832,88668
10246,9759240,83571
10247,9759252,83636
10248,9759666,37718
10249,9759680,63558
10250,9759745,157407
10251,9759757,157460
10252,9759769,157434
10253,9759771,157351
10254,9759795,114073
10255,9759800,114055
10256,9760055,66653
10257,9760108,60481
10258,9760110,60457
10259,9760122,60386
10260,9760158,60402
10261,9760213,74997
10262,9760225,74997
10263,9760433,63581
10264,9760445,63581
10265,9760471,117549
10266,9760495,106340
10267,9760500,106359
10268,9760548,37296
10269,9760562,37256
10270,9760615,23503
10271,9761164,19002
10272,9761176,19002
10273,9761243,94575
10274,9761267,94575
10275,9761322,57420
10276,9761334,57420
10277,9761360,156458
10278,9761372,156458
10279,9761451,30727
10280,9761463,308376
10281,9761516,157463
10282,9761889,37384
10283,9761944,74040
10284,9762261,95803
10285,9762326,200148
10286,9762338,200148
10287,9762340,200148
10288,9762364,63505
10289,9762493,37845
10290,9762845,60495
10291,9762871,38629
10292,9762883,38635
10293,9762895,38800
10294,9762900,38603
10295,9762912,38552
10296,9762962,92969
10297,9762986,299985
10298,9762998,299998
10299,9763045,28460
10300,9763332,37087
10301,9763655,4636
10302,9763710,24700
10303,9763722,24700
10304,9763837,28899
10305,9763849,28816
10306,9763904,81227
10307,9764001,81914
10308,9764049,81800
10309,9764075,81671
10310,9764099,81739
10311,9764491,32825
10312,9764506,32761
10313,9764958,4784
10314,9765017,114049
10315,9765029,114129
10316,9765079,5320
10317,9765366,159962
10318,9765378,159812
10319,9765550,55131
10320,9765562,55138
10321,9765706,81039
10322,9765847,16727
10323,9765859,16543
10324,9765861,16580
10325,9765873,16580
10326,9766164,36583
10327,9766176,36754
10328,9766188,36583
10329,9766190,74189
10330,9766205,74151
10331,9766229,74189
10332,9766310,156899
10333,9766322,156935
10334,9766530,94442
10335,9766542,94303
10336,9766554,94558
10337,9766566,94494
10338,9766578,94528
10339,9766580,94360
10340,9766645,31671
10341,9766657,31777
10342,9766841,20157
10343,9766889,95743
10344,9766906,64942
10345,9766932,64794
10346,9767027,81064
10347,9767235,51609
10348,9767338,109895
10349,9767340,109896
10350,9767376,202376
10351,9767388,202338
10352,9767390,202461
10353,9767493,61214
10354,9767510,181267
10355,9767546,37951
10356,9767560,63374
10357,9767704,36643
10358,9767716,36609
10359,9767728,36648
10360,9767766,60405
10361,9767845,48875
10362,9767857,48500
10363,9767895,47751
10364,9767950,94945
10365,9768239,81270
10366,9768368,96958
10367,9768370,96839
10368,9768382,96847
10369,9768394,96765
10370,9768514,7673
10371,9768526,96865
10372,9768538,28612
10373,9768540,28605
10374,9768552,28577
10375,9768564,28000
10376,9768954,37657
10377,9769128,3077
10378,9769219,1350
10379,9769271,196155
10380,9769283,197059
10381,9769295,196384
10382,9769300,196324
10383,9769697,40266
10384,9769817,157528
10385,9769829,157434
10386,9770438,92799
10387,9770567,81789
10388,9770634,81783
10389,9770701,10624
10390,9770713,10624
10391,9770737,112429
10392,9770749,128433
10393,9770751,128688
10394,9770763,119159
10395,9770921,95449
10396,9770933,95378
10397,9770945,95452
10398,9771028,77378
10399,9771030,63018
10400,9771339,299334
10401,9771420,1350
10402,9771432,1350
10403,9771482,39310
10404,9771511,20738
10405,9771523,20716
10406,9771913,98747
10407,9772010,109999
10408,9772034,74356
10409,9772060,74356
10410,9772113,158902
10411,9772345,149988
10412,9772852,44452
10413,9772931,158455
10414,9772943,158455
10415,9773040,114456
10416,9773052,114439
10417,9773064,6080
10418,9773143,26057
10419,9773179,21193
10420,9773210,189766
10421,9773313,36150
10422,9773739,112186
10423,9773753,112119
10424,9773765,112179
10425,9773832,49212
10426,9773923,113221
10427,9773935,158409
10428,9773947,158409
10429,9774185,158566
10430,9774276,84790
10431,9774331,63449
10432,9774343,79920
10433,9774472,85001
10434,9774484,85005
10435,9774587,37125
10436,9774599,37130
10437,9774707,19999
10438,9774850,63165
10439,9774898,6420
10440,9775139,63465
10441,9775141,63379
10442,9775177,63347
10443,9775373,60696
10444,9775385,60696
10445,9775737,40000
10446,9775749,40079
10447,9775751,39938
10448,9775763,39964
10449,9775775,39819
10450,9775828,20995
10451,9776133,16473
10452,9776171,191422
10453,9776183,191688
10454,9776195,191640
10455,9776200,191570
10456,9776212,191343
10457,9776224,191374
10458,9776250,51525
10459,9776418,202684
10460,9776420,202684
10461,9776432,202684
10462,9776444,21176
10463,9776456,21183
10464,9776731,158692
10465,9776755,112829
10466,9776767,112763
10467,9776860,11631
10468,9777204,185503
10469,9777216,185503
10470,9777369,27500
10471,9777371,27500
10472,9777383,27500
10473,9777541,9000
10474,9777589,123587
10475,9777606,123587
10476,9777618,123587
10477,9777620,123587
10478,9777632,123490
10479,9777711,37600
10480,9777723,37597
10481,9777814,15495
10482,9777838,15465
10483,9777888,20352
10484,9777890,20397
10485,9777931,112870
10486,9777943,112937
10487,9778076,134007
10488,9778088,134007
10489,9778090,134007
10490,9778105,126368
10491,9778117,134007
10492,9778301,74999
10493,9778313,93292
10494,9778533,39947
10495,9778545,39819
10496,9778727,113032
10497,9778791,190326
10498,9778806,190326
10499,9778818,190326
10500,9778820,190326
10501,9778832,190326
10502,9778844,190326
10503,9779018,38593
10504,9779379,156458
10505,9779587,72202
10506,9779745,12980
10507,9779757,12972
10508,9779795,114718
10509,9779800,298886
10510,9779836,298855
10511,9779939,113689
10512,9779941,113838
10513,9779953,113563
10514,9779965,113563
10515,9779977,113955
10516,9779989,113959
10517,9780146,81010
10518,9780251,109900
10519,9780263,109899
10520,9780445,190326
10521,9780457,190326
10522,9780469,190326
10523,9780471,190326
10524,9780483,190326
10525,9780536,19994
10526,9780548,19996
10527,9780603,61693
10528,9780615,61632
10529,9780627,22438
10530,9780639,22438
10531,9780653,24750
10532,9780665,24700
10533,9780732,54358
10534,9780859,148992
10535,9780940,38595
10536,9780964,38581
10537,9780988,64012
10538,9781035,81818
10539,9781073,64043
10540,9781279,74999
10541,9781865,17986
10542,9781889,12500
10543,9781920,91610
10544,9781982,87605
10545,9781994,59450
10546,9782003,59450
10547,9782041,37572
10548,9782089,18160
10549,9782091,18168
10550,9782118,81704
10551,9782156,81672
10552,9782247,63452
10553,9782259,63405
10554,9782261,61133
10555,9782302,183123
10556,9782352,63427
10557,9782364,63463
10558,9782522,312328
10559,9782663,37283
10560,9782675,15853
10561,9782687,15853
10562,9782699,15853
10563,9782704,15853
10564,9782716,15853
10565,9782962,37668
10566,9782974,37681
10567,9782986,37927
10568,9783007,112038
10569,9783019,112052
10570,9783071,4589
10571,9783124,9125
10572,9783148,81858
10573,9783318,209935
10574,9783320,209951
10575,9783411,109700
10576,9783423,109783
10577,9783459,201868
10578,9783461,201827
10579,9783473,202133
10580,9783497,197021
10581,9783502,197061
10582,9783514,197087
10583,9783526,202015
10584,9783538,201823
10585,9783564,7900
10586,9783576,7900
10587,9783631,104027
10588,9783655,36962
10589,9783693,298705
10590,9783708,298858
10591,9783954,81717
10592,9783978,57763
10593,9783980,81725
10594,9783992,114366
10595,9784001,114364
10596,9784013,157162
10597,9784025,157072
10598,9784037,18447
10599,9784049,18360
10600,9784051,18353
10601,9784257,178257
10602,9784269,178257
10603,9784271,178257
10604,9784283,178257
10605,9784295,178257
10606,9784300,178257
10607,9784312,178257
10608,9784324,178257
10609,9784336,178257
10610,9784362,81895
10611,9784611,109986
10612,9784647,36946
10613,9784776,139335
10614,9784788,139335
10615,9784893,7005
10616,9785134,37865
10617,9785158,95673
10618,9785225,159055
10619,9785237,159055
10620,9785378,17190
10621,9785380,17147
10622,9785392,17164
10623,9785407,17125
10624,9785445,127915
10625,9785689,49990
10626,9785691,49990
10627,9785706,49990
10628,9785720,113032
10629,9785756,146513
10630,9785809,146714
10631,9785823,156341
10632,9785835,156400
10633,9786011,82060
10634,9786059,39919
10635,9786140,49919
10636,9786152,49919
10637,9786164,49919
10638,9786176,49919
10639,9786188,49919
10640,9786190,49919
10641,9786205,49919
10642,9786217,49919
10643,9786231,50035
10644,9786243,50035
10645,9786633,9921
10646,9786750,52103
10647,9786762,52161
10648,9786774,52056
10649,9786786,52120
10650,9786815,199692
10651,9786827,198886
10652,9786839,198937
10653,9786841,198937
10654,9786970,37539
10655,9786994,37541
10656,9787168,114696
10657,9787170,114780
10658,9787182,114661
10659,9787194,114661
10660,9787912,115126
10661,9787924,115024
10662,9787948,115018
10663,9787986,159528
10664,9788095,7911
10665,9788100,63386
10666,9788394,79905
10667,9788485,50129
10668,9788540,49997
10669,9788552,49998
10670,9788576,49995
10671,9788617,49886
10672,9788679,61272
10673,9788681,61237
10674,9788708,149999
10675,9788710,149999
10676,9788772,6311
10677,9788954,19946
10678,9788966,15068
10679,9788978,15068
10680,9788980,15068
10681,9789154,50891
10682,9789166,50891
10683,9789233,27687
10684,9789245,27687
10685,9789269,49951
10686,9789312,28532
10687,9789532,5891
10688,9789635,196913
10689,9789647,196996
10690,9789685,17121
10691,9789697,17163
10692,9789805,55802
10693,9789817,85005
10694,9789829,85001
10695,9789893,60243
10696,9789908,60501
10697,9789910,60501
10698,9789946,93500
10699,9790062,36972
10700,9790086,36972
10701,9790232,51202
10702,9790361,49998
10703,9790464,19999
10704,9790608,35703
10705,9790610,35678
10706,9790622,35647
10707,9790634,34987
10708,9790658,35155
10709,9790672,35894
10710,9790816,81638
10711,9790854,63490
10712,9790866,63533
10713,9790919,84808
10714,9790983,158218
10715,9790995,109895
10716,9791004,109898
10717,9791042,37155
10718,9791054,37140
10719,9791066,37105
10720,9791078,37116
10721,9791169,26196
10722,9791183,22354
10723,9791195,22292
10724,9791200,82287
10725,9791212,82254
10726,9791224,54149
10727,9791274,5137
10728,9791286,5102
10729,9791298,99996
10730,9791315,112794
10731,9791896,37713
10732,9791901,63503
10733,9791913,51052
10734,9791925,37717
10735,9791937,37981
10736,9792046,104074
10737,9792058,81788
10738,9792187,149999
10739,9792228,159855
10740,9792266,300852
10741,9792448,63742
10742,9792462,64043
10743,9792474,157554
10744,9792486,157553
10745,9792515,17667
10746,9792541,159541
10747,9792606,95876
10748,9792840,109898
10749,9792852,109900
10750,9792864,109900
10751,9792876,38645
10752,9792890,38671
10753,9792917,38649
10754,9792929,38652
10755,9793064,1000
10756,9793246,50591
10757,9793258,50591
10758,9793284,50068
10759,9793375,49972
10760,9793947,132712
10761,9793997,113364
10762,9794006,318747
10763,9794056,157286
10764,9794068,157286
10765,9794159,36771
10766,9794410,49990
10767,9794422,49990
10768,9794434,49990
10769,9794472,38330
10770,9794719,49834
10771,9794721,49879
10772,9794836,75343
10773,9794848,75111
10774,9794850,75144
10775,9795048,113327
10776,9795050,113458
10777,9795062,113416
10778,9795074,113049
10779,9795103,113808
10780,9795115,113808
10781,9795127,157512
10782,9795139,157512
10783,9795610,198485
10784,9795622,197902
10785,9795634,198070
10786,9795646,197820
10787,9795658,197976
10788,9795919,54304
10789,9795969,7158
10790,9795971,7127
10791,9795983,7128
10792,9795995,7127
10793,9796195,84769
10794,9796262,4815
10795,9796315,206852
10796,9796365,15853
10797,9796494,109990
10798,9796561,80982
10799,9796573,81018
10800,9796585,28894
10801,9796731,114305
10802,9796743,114385
10803,9796781,97902
10804,9796951,61588
10805,9796975,109990
10806,9797187,52101
10807,9797199,52150
10808,9797204,52156
10809,9797216,52023
10810,9797230,157374
10811,9797254,50583
10812,9797266,50614
10813,9797383,49690
10814,9797395,49718
10815,9797400,49683
10816,9797620,25532
10817,9797632,23650
10818,9797656,8726
10819,9797682,61225
10820,9797735,49999
10821,9797747,50090
10822,9797802,17500
10823,9797814,17500
10824,9797981,115109
10825,9797993,114939
10826,9798002,114951
10827,9798014,114751
10828,9798076,49834
10829,9798088,49810
10830,9798167,16925
10831,9798179,16600
10832,9798337,40320
10833,9798363,49996
10834,9798375,49996
10835,9798387,25353
10836,9798399,25353
10837,9798404,25353
10838,9798416,25353
10839,9798428,17764
10840,9798636,10841
10841,9798648,21176
10842,9798856,80962
10843,9798868,73879
10844,9798935,49999
10845,9798947,10813
10846,9798959,49999
10847,9799032,7420
10848,9799111,7869
10849,9799159,311080
10850,9799616,60384
10851,9799630,60424
10852,9799642,19952
10853,9799654,19974
10854,9799680,37258
10855,9799757,55683
10856,9799769,55683
10857,9799771,60063
10858,9799783,81856
10859,9799795,62625
10860,9799862,115711
10861,9799977,12784
10862,9800013,19888
10863,9800025,19808
10864,9800049,16296
10865,9800104,16230
10866,9800166,6612
10867,9800178,6602
10868,9800180,49703
10869,9800192,49703
10870,9800257,156989
10871,9800269,157007
10872,9800271,149999
10873,9800300,109990
10874,9800312,109990
10875,9800324,109990
10876,9800336,109990
10877,9800374,24768
10878,9800427,61300
10879,9800441,25986
10880,9800568,109896
10881,9800623,38797
10882,9800647,49950
10883,9800661,49999
10884,9800702,49861
10885,9800790,40000
10886,9800805,40000
10887,9801079,40964
10888,9801081,40963
10889,9801093,40870
10890,9801158,37832
10891,9801160,37692
10892,9801172,63490
10893,9801196,81611
10894,9801201,81630
10895,9801249,63602
10896,9801263,37730
10897,9801304,63529
10898,9801316,63504
10899,9801691,9568
10900,9801720,63878
10901,9801744,63878
10902,9801976,114601
10903,9801988,114459
10904,9802097,183049
10905,9802102,182859
10906,9802152,114720
10907,9802176,114560
10908,9802217,81874
10909,9802231,81732
10910,9802255,63939
10911,9802267,64012
10912,9802308,63963
10913,9802310,63805
10914,9802396,11772
10915,9802413,38013
10916,9802487,35066
10917,9802499,35031
10918,9802504,35036
10919,9802580,13265
10920,9802695,14330
10921,9802970,15631
10922,9802982,15633
10923,9803235,8021
10924,9803273,156331
10925,9803285,156424
10926,9803340,81837
10927,9803352,81828
10928,9803364,77430
10929,9803417,38905
10930,9803613,13610
10931,9803625,19610
10932,9803649,12659
10933,9803651,12658
10934,9803675,13250
10935,9803687,13250
10936,9803699,13250
10937,9803704,13250
10938,9804033,52292
10939,9804215,7032
10940,9804227,6980
10941,9804239,7012
10942,9804241,7013
10943,9804253,54373
10944,9804459,157617
10945,9804461,157620
10946,9804552,60399
10947,9804813,19956
10948,9804825,37328
10949,9804837,25202
10950,9804849,37361
10951,9804851,12522
10952,9804875,12520
10953,9804899,19987
10954,9804904,19993
10955,9804928,25357
10956,9804930,25289
10957,9805245,34318
10958,9805257,34492
10959,9805269,34564
10960,9805271,34492
10961,9805568,8929
10962,9805647,60396
10963,9805659,60396
10964,9805661,60365
10965,9805673,60396
10966,9805910,25995
10967,9806043,138611
10968,9806055,138611
10969,9806067,138611
10970,9806081,138611
10971,9806146,79902
10972,9806304,37725
10973,9806615,156559
10974,9806627,156634
10975,9806665,12686
10976,9806706,12661
10977,9806720,6405
10978,9806732,6407
10979,9806770,61228
10980,9806782,61255
10981,9807085,5643
10982,9807293,9777
10983,9807322,7700
10984,9808156,112532
10985,9808182,26034
10986,9808194,26088
10987,9808259,19884
10988,9808261,19881
10989,9808314,40019
10990,9808326,40072
10991,9808352,37133
10992,9808651,55807
10993,9808663,39481
10994,9808675,39486
10995,9808845,17165
10996,9809095,10310
10997,9809100,10310
10998,9809112,11978
10999,9809368,156670
11000,9809394,25245
11001,9809590,11978
11002,9809679,7859
11003,9809825,38840
11004,9809837,38840
11005,9809849,38840
11006,9809851,38840
11007,9810214,49614
11008,9810226,49686
11009,9810331,8406
11010,9810355,8400
11011,9810379,94638
11012,9810551,97494
11013,9810666,34766
11014,9810757,33428
11015,9810915,26868
11016,9810991,199692
11017,9811000,199489
11018,9811012,199692
11019,9811036,81588
11020,9811048,81607
11021,9811127,15081
11022,9811505,36880
11023,9811517,36861
11024,9811531,87091
11025,9811543,53199
11026,9811907,63472
11027,9811919,37637
11028,9811921,37685
11029,9811945,63430
11030,9812107,5110
11031,9812494,61298
11032,9812743,51504
11033,9812755,51492
11034,9813230,17091
11035,9813242,17110
11036,9813565,7017
11037,9813840,15362
11038,9813993,20272
11039,9814002,20257
11040,9814014,20290
11041,9814038,1353
11042,9814040,1305
11043,9814052,1377
11044,9814143,49921
11045,9814193,49852
11046,9814399,7634
11047,9814428,114396
11048,9814430,157115
11049,9815252,19981
11050,9815264,19972
11051,9815276,19971
11052,9815458,36819
11053,9815604,114218
11054,9815616,114218
11055,9815850,51488
11056,9815939,87091
11057,9816323,315221
11058,9816335,315299
11059,9816529,7999
11060,9816531,7998
11061,9816593,37739
11062,9816763,92996
11063,9816830,17011
11064,9816842,17183
11065,9817133,2268
11066,9817145,2188
11067,9817274,1000
11068,9817315,51416
11069,9817470,112649
11070,9817494,157610
11071,9817509,19998
11072,9817511,61266
11073,9817535,61221
11074,9817559,60514
11075,9817585,19971
11076,9817614,157470
11077,9817626,157470
11078,9818058,112459
11079,9818216,157338
11080,9818228,157526
11081,9818230,157407
11082,9818278,17993
11083,9818280,17994
11084,9818400,20254
11085,9818515,49042
11086,9818527,49120
11087,9818539,49100
11088,9818541,49042
11089,9818931,16861
11090,9818943,16861
11091,9818955,16861
11092,9818967,16861
11093,9819052,7746
11094,9819650,92764
11095,9819806,1673
11096,9819832,159090
11097,9819844,159090
11098,9819856,159196
11099,9819868,159204
11100,9819870,302520
11101,9819882,4360
11102,9820013,86057
11103,9820427,12643
11104,9820544,72837
11105,9820702,37449
11106,9820855,198886
11107,9820922,199489
11108,9820934,63551
11109,9820960,63000
11110,9820984,37710
11111,9820996,37981
11112,9821299,26051
11113,9821469,7757
11114,9821706,115666
11115,9821859,39787
11116,9822451,92728
11117,9822841,25668
11118,9822853,25690
11119,9822865,25726
11120,9823003,317975
11121,9823041,109089
11122,9823352,20615
11123,9823364,20615
11124,9823390,7330
11125,9823534,114644
11126,9823546,114831
11127,9823625,37077
11128,9823821,7002
11129,9823871,6077
11130,9824289,3258
11131,9824564,1070
11132,9824928,16293
11133,9824978,62356
11134,9825001,62357
11135,9825427,95453
11136,9825520,82071
11137,9825568,96354
11138,9826433,62625
11139,9826445,62625
11140,9826457,64499
11141,9826469,64499
11142,9826471,93478
11143,9826548,16887
11144,9826574,25170
11145,9826732,113226
11146,9826823,63519
11147,9826847,308121
11148,9826897,113189
11149,9826902,113232
11150,9827061,81772
11151,9827205,18056
11152,9827243,21052
11153,9827255,21114
11154,9827310,34930
11155,9827322,34730
11156,9827451,21117
11157,9827463,21144
11158,9827475,15945
11159,9827566,49999
11160,9827578,44999
11161,9827889,5587
11162,9828144,49999
11163,9828211,38235
11164,9828223,38235
11165,9828338,299999
11166,9828376,114637
11167,9828390,114799
11168,9828405,114695
11169,9828869,82012
11170,9828895,50506
11171,9828912,49703
11172,9828948,82084
11173,9828974,18684
11174,9828986,18684
11175,9828998,18684
11176,9829007,18684
11177,9829069,7902
11178,9829095,114218
11179,9829100,114218
11180,9829394,-1
11181,9829411,49999
11182,9829459,47499
11183,9829461,47499
11184,9829473,47499
11185,9829679,19976
11186,9829681,19977
11187,9829722,19998
11188,9829746,25175
11189,9829758,25183
11190,9829760,25179
11191,9829772,13209
11192,9829784,10543
11193,9829796,10501
11194,9829801,156049
11195,9829813,156004
11196,9829904,109997
11197,9830070,81523
11198,9830111,1000
11199,9830123,38705
11200,9830135,40079
11201,9830288,74999
11202,9830290,74999
11203,9830599,8228
11204,9830604,8228
11205,9830903,4356
11206,9830965,314014
11207,9830977,314014
11208,9831074,109992
11209,9831165,20615
11210,9831177,20615
11211,9831220,96354
11212,9831294,109994
11213,9831309,109995
11214,9831490,39511
11215,9831505,39300
11216,9831517,38503
11217,9831775,63500
11218,9831787,63602
